TXN_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,AMOUNT,CONDITIONS
TXN_36,130_TJM,8_OJQ,2000,108_AFM__HAS__2000____AND____79_MCW__HAS__2000____AND____93_PES__HAS__2000____AND____135_IEX__HAS__2000
TXN_37,90_JQN,8_OJQ,2000,126_VLV__HAS__2000____AND____92_DSS__HAS__2000____AND____119_JJD__HAS__2000____AND____23_FEM__HAS__2000
TXN_38,8_OJQ,145_RTF,2000,61_KML__HAS__2000____AND____109_TJA__HAS__2000____AND____147_DPQ__HAS__2000____AND____24_ARW__HAS__2000
TXN_39,72_KOR,23_FEM,2000,25_MTU__HAS__2000____AND____99_LYW__HAS__2000____AND____143_OFP__HAS__2000____AND____102_YSD__HAS__2000
TXN_40,36_KYH,149_IRS,2000,103_MQB__HAS__2000____AND____138_UBS__HAS__2000____AND____24_ARW__HAS__2000____AND____82_ZHE__HAS__2000
TXN_41,100_LNA,20_KAH,2000,107_WHJ__HAS__2000____AND____79_MCW__HAS__2000____AND____127_IDC__HAS__2000____AND____85_YTB__HAS__2000
TXN_42,62_AQR,103_MQB,2000,90_JQN__HAS__2000____AND____123_ZOQ__HAS__2000____AND____69_AXX__HAS__2000____AND____12_GXN__HAS__2000
TXN_43,1_IPT,135_IEX,2000,136_MFQ__HAS__2000____AND____63_FJH__HAS__2000____AND____18_UJZ__HAS__2000____AND____33_JQD__HAS__2000
TXN_44,95_DOS,75_FJL,2000,9_GTN__HAS__2000____AND____134_XZN__HAS__2000____AND____119_JJD__HAS__2000____AND____144_KHH__HAS__2000
TXN_45,133_OKO,6_WYD,2000,55_GLU__HAS__2000____AND____116_PBT__HAS__2000____AND____57_RFY__HAS__2000____AND____59_WYG__HAS__2000
TXN_46,60_DES,102_YSD,2000,1_IPT__HAS__2000____AND____66_LFR__HAS__2000____AND____71_KNE__HAS__2000____AND____80_AGA__HAS__2000
TXN_47,130_TJM,76_AKV,2000,121_NFH__HAS__2000____AND____48_DOQ__HAS__2000____AND____143_OFP__HAS__2000____AND____136_MFQ__HAS__2000
TXN_48,4_KSG,135_IEX,2000,25_MTU__HAS__2000____AND____69_AXX__HAS__2000____AND____31_SWH__HAS__2000____AND____104_FDK__HAS__2000
TXN_49,25_MTU,91_TXH,2000,109_TJA__HAS__2000____AND____25_MTU__HAS__2000____AND____53_ORV__HAS__2000____AND____128_BPL__HAS__2000
TXN_50,36_KYH,53_ORV,2000,42_XEZ__HAS__2000____AND____127_IDC__HAS__2000____AND____135_IEX__HAS__2000____AND____24_ARW__HAS__2000
TXN_51,62_AQR,130_TJM,2000,69_AXX__HAS__2000____AND____116_PBT__HAS__2000____AND____72_KOR__HAS__2000____AND____80_AGA__HAS__2000
TXN_52,75_FJL,44_OAR,2000,50_WJR__HAS__2000____AND____30_DOB__HAS__2000____AND____21_IKM__HAS__2000____AND____52_DUS__HAS__2000
TXN_53,108_AFM,127_IDC,2000,118_YRC__HAS__2000____AND____119_JJD__HAS__2000____AND____14_JSK__HAS__2000____AND____89_JVF__HAS__2000
TXN_54,146_ARD,144_KHH,2000,78_DNW__HAS__2000____AND____19_RBS__HAS__2000____AND____23_FEM__HAS__2000____AND____10_THM__HAS__2000
TXN_55,73_SOR,107_WHJ,2000,77_MDP__HAS__2000____AND____27_XGG__HAS__2000____AND____35_DAX__HAS__2000____AND____59_WYG__HAS__2000
TXN_56,143_OFP,116_PBT,2000,49_YWS__HAS__2000____AND____139_TCF__HAS__2000____AND____126_VLV__HAS__2000____AND____75_FJL__HAS__2000
TXN_57,16_MLG,148_IJO,2000,55_GLU__HAS__2000____AND____101_ZNV__HAS__2000____AND____72_KOR__HAS__2000____AND____124_SQC__HAS__2000
TXN_58,85_YTB,129_YBK,2000,128_BPL__HAS__2000____AND____34_XIX__HAS__2000____AND____38_PGB__HAS__2000____AND____100_LNA__HAS__2000
TXN_59,23_FEM,115_YCH,2000,72_KOR__HAS__2000____AND____54_FAC__HAS__2000____AND____41_EFJ__HAS__2000____AND____80_AGA__HAS__2000
TXN_60,113_SOY,19_RBS,2000,142_MHE__HAS__2000____AND____28_JOP__HAS__2000____AND____141_CBY__HAS__2000____AND____91_TXH__HAS__2000
TXN_61,73_SOR,22_AYL,2000,70_JAV__HAS__2000____AND____7_LSB__HAS__2000____AND____20_KAH__HAS__2000____AND____8_OJQ__HAS__2000
TXN_62,94_TCZ,95_DOS,2000,97_DYK__HAS__2000____AND____3_IQZ__HAS__2000____AND____149_IRS__HAS__2000____AND____33_JQD__HAS__2000
TXN_63,137_RXT,146_ARD,2000,56_MYD__HAS__2000____AND____117_IFB__HAS__2000____AND____2_FUE__HAS__2000____AND____44_OAR__HAS__2000
TXN_64,87_UNH,93_PES,2000,89_JVF__HAS__2000____AND____98_TZA__HAS__2000____AND____124_SQC__HAS__2000____AND____8_OJQ__HAS__2000
TXN_65,26_ITM,132_NOO,2000,43_UCQ__HAS__2000____AND____64_UTW__HAS__2000____AND____146_ARD__HAS__2000____AND____113_SOY__HAS__2000
TXN_66,131_QFY,66_LFR,2000,102_YSD__HAS__2000____AND____28_JOP__HAS__2000____AND____62_AQR__HAS__2000____AND____68_FNN__HAS__2000
TXN_67,7_LSB,104_FDK,2000,119_JJD__HAS__2000____AND____88_SXE__HAS__2000____AND____95_DOS__HAS__2000____AND____48_DOQ__HAS__2000
TXN_68,74_JEM,72_KOR,2000,19_RBS__HAS__2000____AND____139_TCF__HAS__2000____AND____137_RXT__HAS__2000____AND____104_FDK__HAS__2000
TXN_69,18_UJZ,96_OFJ,2000,17_ACU__HAS__2000____AND____26_ITM__HAS__2000____AND____96_OFJ__HAS__2000____AND____93_PES__HAS__2000
TXN_70,129_YBK,75_FJL,2000,66_LFR__HAS__2000____AND____74_JEM__HAS__2000____AND____51_JLV__HAS__2000____AND____19_RBS__HAS__2000
TXN_71,73_SOR,6_WYD,2000,59_WYG__HAS__2000____AND____138_UBS__HAS__2000____AND____146_ARD__HAS__2000____AND____72_KOR__HAS__2000
TXN_72,146_ARD,121_NFH,2000,89_JVF__HAS__2000____AND____7_LSB__HAS__2000____AND____88_SXE__HAS__2000____AND____20_KAH__HAS__2000
TXN_73,125_HCG,75_FJL,2000,35_DAX__HAS__2000____AND____80_AGA__HAS__2000____AND____58_IEQ__HAS__2000____AND____1_IPT__HAS__2000
TXN_74,63_FJH,37_YXJ,2000,118_YRC__HAS__2000____AND____94_TCZ__HAS__2000____AND____105_JEI__HAS__2000____AND____48_DOQ__HAS__2000
TXN_75,72_KOR,136_MFQ,2000,28_JOP__HAS__2000____AND____84_ICV__HAS__2000____AND____31_SWH__HAS__2000____AND____118_YRC__HAS__2000
TXN_76,125_HCG,65_LSF,2000,64_UTW__HAS__2000____AND____54_FAC__HAS__2000____AND____11_ARY__HAS__2000____AND____73_SOR__HAS__2000
TXN_77,117_IFB,119_JJD,2000,145_RTF__HAS__2000____AND____27_XGG__HAS__2000____AND____69_AXX__HAS__2000____AND____52_DUS__HAS__2000
TXN_78,45_HWF,115_YCH,2000,85_YTB__HAS__2000____AND____15_UXV__HAS__2000____AND____138_UBS__HAS__2000____AND____88_SXE__HAS__2000
TXN_79,21_IKM,55_GLU,2000,145_RTF__HAS__2000____AND____12_GXN__HAS__2000____AND____24_ARW__HAS__2000____AND____109_TJA__HAS__2000
TXN_80,14_JSK,109_TJA,2000,77_MDP__HAS__2000____AND____141_CBY__HAS__2000____AND____103_MQB__HAS__2000____AND____101_ZNV__HAS__2000
TXN_81,113_SOY,14_JSK,2000,81_QSZ__HAS__2000____AND____126_VLV__HAS__2000____AND____56_MYD__HAS__2000____AND____22_AYL__HAS__2000
TXN_82,132_NOO,26_ITM,2000,108_AFM__HAS__2000____AND____52_DUS__HAS__2000____AND____128_BPL__HAS__2000____AND____66_LFR__HAS__2000
TXN_83,132_NOO,103_MQB,2000,77_MDP__HAS__2000____AND____140_LAS__HAS__2000____AND____71_KNE__HAS__2000____AND____77_MDP__HAS__2000
TXN_84,77_MDP,61_KML,2000,103_MQB__HAS__2000____AND____100_LNA__HAS__2000____AND____10_THM__HAS__2000____AND____44_OAR__HAS__2000
TXN_85,98_TZA,26_ITM,2000,28_JOP__HAS__2000____AND____72_KOR__HAS__2000____AND____55_GLU__HAS__2000____AND____143_OFP__HAS__2000
TXN_86,111_UFQ,81_QSZ,2000,10_THM__HAS__2000____AND____29_FJS__HAS__2000____AND____106_FOS__HAS__2000____AND____89_JVF__HAS__2000
TXN_87,106_FOS,103_MQB,2000,140_LAS__HAS__2000____AND____128_BPL__HAS__2000____AND____87_UNH__HAS__2000____AND____136_MFQ__HAS__2000
TXN_88,48_DOQ,130_TJM,2000,22_AYL__HAS__2000____AND____140_LAS__HAS__2000____AND____118_YRC__HAS__2000____AND____116_PBT__HAS__2000
TXN_89,27_XGG,93_PES,2000,55_GLU__HAS__2000____AND____108_AFM__HAS__2000____AND____101_ZNV__HAS__2000____AND____143_OFP__HAS__2000
TXN_90,69_AXX,113_SOY,2000,96_OFJ__HAS__2000____AND____92_DSS__HAS__2000____AND____51_JLV__HAS__2000____AND____114_HKS__HAS__2000
TXN_91,44_OAR,110_MQJ,2000,24_ARW__HAS__2000____AND____78_DNW__HAS__2000____AND____17_ACU__HAS__2000____AND____96_OFJ__HAS__2000
TXN_92,110_MQJ,141_CBY,2000,63_FJH__HAS__2000____AND____129_YBK__HAS__2000____AND____30_DOB__HAS__2000____AND____66_LFR__HAS__2000
TXN_93,139_TCF,38_PGB,2000,133_OKO__HAS__2000____AND____65_LSF__HAS__2000____AND____58_IEQ__HAS__2000____AND____39_UHR__HAS__2000
TXN_94,10_THM,26_ITM,2000,110_MQJ__HAS__2000____AND____44_OAR__HAS__2000____AND____40_FXB__HAS__2000____AND____134_XZN__HAS__2000
TXN_95,109_TJA,76_AKV,2000,117_IFB__HAS__2000____AND____102_YSD__HAS__2000____AND____76_AKV__HAS__2000____AND____136_MFQ__HAS__2000
TXN_96,118_YRC,118_YRC,2000,6_WYD__HAS__2000____AND____9_GTN__HAS__2000____AND____64_UTW__HAS__2000____AND____149_IRS__HAS__2000
TXN_97,4_KSG,41_EFJ,2000,6_WYD__HAS__2000____AND____131_QFY__HAS__2000____AND____128_BPL__HAS__2000____AND____8_OJQ__HAS__2000
TXN_98,38_PGB,49_YWS,2000,23_FEM__HAS__2000____AND____113_SOY__HAS__2000____AND____92_DSS__HAS__2000____AND____79_MCW__HAS__2000
TXN_99,20_KAH,49_YWS,2000,92_DSS__HAS__2000____AND____103_MQB__HAS__2000____AND____128_BPL__HAS__2000____AND____1_IPT__HAS__2000
TXN_100,40_FXB,39_UHR,2000,53_ORV__HAS__2000____AND____16_MLG__HAS__2000____AND____113_SOY__HAS__2000____AND____107_WHJ__HAS__2000
TXN_101,117_IFB,126_VLV,2000,55_GLU__HAS__2000____AND____68_FNN__HAS__2000____AND____49_YWS__HAS__2000____AND____101_ZNV__HAS__2000
TXN_102,113_SOY,37_YXJ,2000,127_IDC__HAS__2000____AND____136_MFQ__HAS__2000____AND____53_ORV__HAS__2000____AND____115_YCH__HAS__2000
TXN_103,137_RXT,83_UZX,2000,92_DSS__HAS__2000____AND____90_JQN__HAS__2000____AND____144_KHH__HAS__2000____AND____34_XIX__HAS__2000
TXN_104,11_ARY,90_JQN,2000,96_OFJ__HAS__2000____AND____0_JWV__HAS__2000____AND____121_NFH__HAS__2000____AND____61_KML__HAS__2000
TXN_105,37_YXJ,87_UNH,2000,10_THM__HAS__2000____AND____45_HWF__HAS__2000____AND____50_WJR__HAS__2000____AND____14_JSK__HAS__2000
TXN_106,79_MCW,64_UTW,2000,113_SOY__HAS__2000____AND____130_TJM__HAS__2000____AND____114_HKS__HAS__2000____AND____68_FNN__HAS__2000
TXN_107,22_AYL,102_YSD,2000,48_DOQ__HAS__2000____AND____136_MFQ__HAS__2000____AND____90_JQN__HAS__2000____AND____73_SOR__HAS__2000
TXN_108,29_FJS,66_LFR,2000,8_OJQ__HAS__2000____AND____120_PJV__HAS__2000____AND____118_YRC__HAS__2000____AND____95_DOS__HAS__2000
TXN_109,13_DZH,3_IQZ,2000,30_DOB__HAS__2000____AND____79_MCW__HAS__2000____AND____77_MDP__HAS__2000____AND____42_XEZ__HAS__2000
TXN_110,97_DYK,105_JEI,2000,27_XGG__HAS__2000____AND____128_BPL__HAS__2000____AND____12_GXN__HAS__2000____AND____62_AQR__HAS__2000
TXN_111,25_MTU,123_ZOQ,2000,13_DZH__HAS__2000____AND____17_ACU__HAS__2000____AND____44_OAR__HAS__2000____AND____7_LSB__HAS__2000
TXN_112,93_PES,61_KML,2000,110_MQJ__HAS__2000____AND____16_MLG__HAS__2000____AND____128_BPL__HAS__2000____AND____85_YTB__HAS__2000
TXN_113,11_ARY,51_JLV,2000,97_DYK__HAS__2000____AND____30_DOB__HAS__2000____AND____16_MLG__HAS__2000____AND____29_FJS__HAS__2000
TXN_114,96_OFJ,80_AGA,2000,101_ZNV__HAS__2000____AND____58_IEQ__HAS__2000____AND____39_UHR__HAS__2000____AND____52_DUS__HAS__2000
TXN_115,41_EFJ,132_NOO,2000,106_FOS__HAS__2000____AND____28_JOP__HAS__2000____AND____40_FXB__HAS__2000____AND____118_YRC__HAS__2000
TXN_116,16_MLG,146_ARD,2000,99_LYW__HAS__2000____AND____21_IKM__HAS__2000____AND____11_ARY__HAS__2000____AND____136_MFQ__HAS__2000
TXN_117,44_OAR,93_PES,2000,115_YCH__HAS__2000____AND____44_OAR__HAS__2000____AND____132_NOO__HAS__2000____AND____133_OKO__HAS__2000
TXN_118,80_AGA,11_ARY,2000,18_UJZ__HAS__2000____AND____134_XZN__HAS__2000____AND____48_DOQ__HAS__2000____AND____37_YXJ__HAS__2000
TXN_119,100_LNA,30_DOB,2000,106_FOS__HAS__2000____AND____23_FEM__HAS__2000____AND____136_MFQ__HAS__2000____AND____90_JQN__HAS__2000
TXN_120,48_DOQ,115_YCH,2000,20_KAH__HAS__2000____AND____19_RBS__HAS__2000____AND____85_YTB__HAS__2000____AND____120_PJV__HAS__2000
TXN_121,27_XGG,108_AFM,2000,37_YXJ__HAS__2000____AND____31_SWH__HAS__2000____AND____89_JVF__HAS__2000____AND____143_OFP__HAS__2000
TXN_122,119_JJD,108_AFM,2000,2_FUE__HAS__2000____AND____130_TJM__HAS__2000____AND____24_ARW__HAS__2000____AND____23_FEM__HAS__2000
TXN_123,59_WYG,46_ZGB,2000,78_DNW__HAS__2000____AND____46_ZGB__HAS__2000____AND____138_UBS__HAS__2000____AND____145_RTF__HAS__2000
TXN_124,136_MFQ,127_IDC,2000,84_ICV__HAS__2000____AND____25_MTU__HAS__2000____AND____130_TJM__HAS__2000____AND____141_CBY__HAS__2000
TXN_125,130_TJM,129_YBK,2000,40_FXB__HAS__2000____AND____25_MTU__HAS__2000____AND____117_IFB__HAS__2000____AND____81_QSZ__HAS__2000
TXN_126,71_KNE,45_HWF,2000,138_UBS__HAS__2000____AND____53_ORV__HAS__2000____AND____15_UXV__HAS__2000____AND____19_RBS__HAS__2000
TXN_127,83_UZX,106_FOS,2000,111_UFQ__HAS__2000____AND____54_FAC__HAS__2000____AND____133_OKO__HAS__2000____AND____40_FXB__HAS__2000
TXN_128,30_DOB,72_KOR,2000,45_HWF__HAS__2000____AND____69_AXX__HAS__2000____AND____72_KOR__HAS__2000____AND____81_QSZ__HAS__2000
TXN_129,92_DSS,5_BVL,2000,91_TXH__HAS__2000____AND____104_FDK__HAS__2000____AND____16_MLG__HAS__2000____AND____125_HCG__HAS__2000
TXN_130,148_IJO,54_FAC,2000,62_AQR__HAS__2000____AND____31_SWH__HAS__2000____AND____7_LSB__HAS__2000____AND____29_FJS__HAS__2000
TXN_131,22_AYL,138_UBS,2000,9_GTN__HAS__2000____AND____55_GLU__HAS__2000____AND____1_IPT__HAS__2000____AND____8_OJQ__HAS__2000
TXN_132,127_IDC,138_UBS,2000,95_DOS__HAS__2000____AND____71_KNE__HAS__2000____AND____148_IJO__HAS__2000____AND____141_CBY__HAS__2000
TXN_133,22_AYL,26_ITM,2000,134_XZN__HAS__2000____AND____100_LNA__HAS__2000____AND____69_AXX__HAS__2000____AND____70_JAV__HAS__2000
TXN_134,136_MFQ,139_TCF,2000,74_JEM__HAS__2000____AND____107_WHJ__HAS__2000____AND____119_JJD__HAS__2000____AND____37_YXJ__HAS__2000
TXN_135,32_ZRK,124_SQC,2000,139_TCF__HAS__2000____AND____148_IJO__HAS__2000____AND____122_BLV__HAS__2000____AND____82_ZHE__HAS__2000
TXN_136,23_FEM,80_AGA,2000,114_HKS__HAS__2000____AND____59_WYG__HAS__2000____AND____2_FUE__HAS__2000____AND____91_TXH__HAS__2000
TXN_137,46_ZGB,111_UFQ,2000,117_IFB__HAS__2000____AND____38_PGB__HAS__2000____AND____61_KML__HAS__2000____AND____86_HAN__HAS__2000
TXN_138,50_WJR,122_BLV,2000,77_MDP__HAS__2000____AND____31_SWH__HAS__2000____AND____54_FAC__HAS__2000____AND____7_LSB__HAS__2000
TXN_139,80_AGA,133_OKO,2000,71_KNE__HAS__2000____AND____98_TZA__HAS__2000____AND____142_MHE__HAS__2000____AND____51_JLV__HAS__2000
TXN_140,112_BZY,58_IEQ,2000,99_LYW__HAS__2000____AND____45_HWF__HAS__2000____AND____111_UFQ__HAS__2000____AND____55_GLU__HAS__2000
TXN_141,101_ZNV,17_ACU,2000,108_AFM__HAS__2000____AND____146_ARD__HAS__2000____AND____94_TCZ__HAS__2000____AND____29_FJS__HAS__2000
TXN_142,74_JEM,58_IEQ,2000,41_EFJ__HAS__2000____AND____149_IRS__HAS__2000____AND____93_PES__HAS__2000____AND____87_UNH__HAS__2000
TXN_143,48_DOQ,85_YTB,2000,120_PJV__HAS__2000____AND____89_JVF__HAS__2000____AND____87_UNH__HAS__2000____AND____108_AFM__HAS__2000
TXN_144,60_DES,59_WYG,2000,49_YWS__HAS__2000____AND____115_YCH__HAS__2000____AND____74_JEM__HAS__2000____AND____30_DOB__HAS__2000
TXN_145,109_TJA,56_MYD,2000,94_TCZ__HAS__2000____AND____77_MDP__HAS__2000____AND____36_KYH__HAS__2000____AND____61_KML__HAS__2000
TXN_146,146_ARD,83_UZX,2000,62_AQR__HAS__2000____AND____11_ARY__HAS__2000____AND____56_MYD__HAS__2000____AND____100_LNA__HAS__2000
TXN_147,93_PES,147_DPQ,2000,115_YCH__HAS__2000____AND____135_IEX__HAS__2000____AND____30_DOB__HAS__2000____AND____124_SQC__HAS__2000
TXN_148,95_DOS,88_SXE,2000,91_TXH__HAS__2000____AND____55_GLU__HAS__2000____AND____22_AYL__HAS__2000____AND____2_FUE__HAS__2000
TXN_149,146_ARD,132_NOO,2000,19_RBS__HAS__2000____AND____75_FJL__HAS__2000____AND____85_YTB__HAS__2000____AND____16_MLG__HAS__2000
TXN_150,104_FDK,109_TJA,2000,54_FAC__HAS__2000____AND____121_NFH__HAS__2000____AND____86_HAN__HAS__2000____AND____2_FUE__HAS__2000
TXN_151,123_ZOQ,77_MDP,2000,64_UTW__HAS__2000____AND____148_IJO__HAS__2000____AND____119_JJD__HAS__2000____AND____103_MQB__HAS__2000
TXN_152,40_FXB,64_UTW,2000,3_IQZ__HAS__2000____AND____48_DOQ__HAS__2000____AND____64_UTW__HAS__2000____AND____15_UXV__HAS__2000
TXN_153,121_NFH,21_IKM,2000,82_ZHE__HAS__2000____AND____13_DZH__HAS__2000____AND____112_BZY__HAS__2000____AND____36_KYH__HAS__2000
TXN_154,90_JQN,47_HLR,2000,12_GXN__HAS__2000____AND____68_FNN__HAS__2000____AND____137_RXT__HAS__2000____AND____10_THM__HAS__2000
TXN_155,124_SQC,74_JEM,2000,109_TJA__HAS__2000____AND____87_UNH__HAS__2000____AND____122_BLV__HAS__2000____AND____86_HAN__HAS__2000
TXN_156,84_ICV,56_MYD,2000,4_KSG__HAS__2000____AND____44_OAR__HAS__2000____AND____62_AQR__HAS__2000____AND____85_YTB__HAS__2000
TXN_157,75_FJL,29_FJS,2000,79_MCW__HAS__2000____AND____111_UFQ__HAS__2000____AND____13_DZH__HAS__2000____AND____109_TJA__HAS__2000
TXN_158,12_GXN,126_VLV,2000,123_ZOQ__HAS__2000____AND____90_JQN__HAS__2000____AND____17_ACU__HAS__2000____AND____43_UCQ__HAS__2000
TXN_159,53_ORV,123_ZOQ,2000,81_QSZ__HAS__2000____AND____139_TCF__HAS__2000____AND____33_JQD__HAS__2000____AND____138_UBS__HAS__2000
TXN_160,1_IPT,100_LNA,2000,128_BPL__HAS__2000____AND____2_FUE__HAS__2000____AND____60_DES__HAS__2000____AND____128_BPL__HAS__2000
TXN_161,133_OKO,78_DNW,2000,53_ORV__HAS__2000____AND____43_UCQ__HAS__2000____AND____141_CBY__HAS__2000____AND____105_JEI__HAS__2000
TXN_162,95_DOS,126_VLV,2000,144_KHH__HAS__2000____AND____104_FDK__HAS__2000____AND____90_JQN__HAS__2000____AND____27_XGG__HAS__2000
TXN_163,135_IEX,84_ICV,2000,8_OJQ__HAS__2000____AND____19_RBS__HAS__2000____AND____101_ZNV__HAS__2000____AND____104_FDK__HAS__2000
TXN_164,138_UBS,128_BPL,2000,121_NFH__HAS__2000____AND____109_TJA__HAS__2000____AND____55_GLU__HAS__2000____AND____1_IPT__HAS__2000
TXN_165,34_XIX,59_WYG,2000,90_JQN__HAS__2000____AND____123_ZOQ__HAS__2000____AND____144_KHH__HAS__2000____AND____59_WYG__HAS__2000
TXN_166,34_XIX,94_TCZ,2000,6_WYD__HAS__2000____AND____73_SOR__HAS__2000____AND____95_DOS__HAS__2000____AND____51_JLV__HAS__2000
