ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TXN_ID,TIMESTAMP
68_ADV,ADV,2000,4f9cbc2289bc841f9581c0b52ef4aebbfcfe3b924062d96cf303ac37c4c31337,2022-12-19 14:33:20.516428
71_NGI,NGI,2000,65daef9d675095b3de035bababf5b7b69c1657b9d1f98540b97c837a19636a47,2022-12-19 14:33:20.516976
74_TQQ,TQQ,2000,6c69486c92787ac2791543b60bc17bf2f6a1982af8c3dc105420f06c6f93508e,2022-12-19 14:33:20.517621
77_YTJ,YTJ,2000,e2ae7e80a8cbdfab34886dcb824d9146abf08930931f3c4730f53b5314329ac7,2022-12-19 14:33:20.518309
80_YPG,YPG,2000,384dcf7de346c7cb425e21d53e98f968b98ec292c9aab67256028898d6c103c1,2022-12-19 14:33:20.519061
83_CEI,CEI,2000,86e08e822fc3fcebe30b6fe921bd6f5586e3811c038808b626cc0c0ddf3bfc8c,2022-12-19 14:33:20.520239
86_REW,REW,2000,35e1cf9bc6c0788e7b1d5d7d3faf29e2ddc73ba71eb55e4c233c77d34dca264b,2022-12-19 14:33:20.521331
89_KNI,KNI,2000,12341445918636e43dfa17464520fc7540420cf4c163923388c0e790e8127534,2022-12-19 14:33:20.522513
92_PUH,PUH,2000,c1cee9ccc172c1566bb4c40353a81897cc9d42bbfe45578a4d5387a88cc453be,2022-12-19 14:33:20.523074
95_FFI,FFI,2000,ca008d34d97ec5800589b35303918d2b7fabfa1adcc86fcaed75ae69770d1b6f,2022-12-19 14:33:20.523824
98_JXW,JXW,2000,72fd0cf3d3aac7d23e68aa56c6c9d53df430af042125a390172cc0e003a6e481,2022-12-19 14:33:20.524856
101_RCF,RCF,2000,98f8240fc7f0e3ccf7e14527035fdcb1953c7c283ba5c8d753bbaf1a358c8f58,2022-12-19 14:33:20.525642
104_QUI,QUI,2000,270069bbc9462636760fb5a7006b93210b29d69f9dd0e576094a740bfb7f7442,2022-12-19 14:33:20.526477
107_EOW,EOW,2000,b55d4e27e8beefc84bb808dec1fa055de8dbe0c213225a5823a6402edc3b6977,2022-12-19 14:33:20.527097
110_DGA,DGA,2000,c87d62993e57a155f0ecbf826397132c45355704e7ad313557943649f5e12f71,2022-12-19 14:33:20.527662
113_WDV,WDV,2000,354f589ebe6f9e041211a86c44706d12df4d0f3f1618d3ec95c221fc2a2a3d4d,2022-12-19 14:33:20.528386
116_UYK,UYK,2000,f8c8977c404e2460b4794b91dc4948ff1f7621bab82baca377b46e8ae4f97c17,2022-12-19 14:33:20.529179
119_TNO,TNO,2000,c5dc27a618035c777ee9d9b528d4b1f50dcd7dd1b983d1c10bc7c7aaaa06f4e9,2022-12-19 14:33:20.530030
122_YRL,YRL,2000,ed305c330ca6f8d68805ed0396c50fb183bea4b3a24ebb7c8e95e26f19c33e8e,2022-12-19 14:33:20.530655
125_BFM,BFM,2000,135eb3286491c1d801aa1aa778787e5b031a129b404db2ed6efa51fd283f5b08,2022-12-19 14:33:20.531435
128_QYU,QYU,2000,54eb6718728f7216077a4c19728a362b3b5ce5faad7a06ace0c88b0d84b90615,2022-12-19 14:33:20.532345
131_SGB,SGB,2000,84958469dfb6a89c1e2070be6c7031d871433c318acdf4fc0f415f99d23f61b8,2022-12-19 14:33:20.533575
134_PUI,PUI,2000,4e36eebfe95cf4a1c62252b643170da998037afda458fddd8103a8c24bc88d68,2022-12-19 14:33:20.534645
137_PWE,PWE,2000,c4bdb09926bbac080cb3b8ec59ed275ec802e09faad7d73e026f0def1b359916,2022-12-19 14:33:20.535543
140_WQB,WQB,2000,661b2ef2eaab3272a79556b97068563040348882364891d4ff5f740e7f5f5523,2022-12-19 14:33:20.536578
143_MHS,MHS,2000,f2b4a36f0d57a913fb5d7b24bd8766be57f20f175ff229f741765a3797fe6648,2022-12-19 14:33:20.537368
146_VUC,VUC,2000,1e978d69305d758950bfe5452cba27c459d38a78455283ca276ab5c1fa628a97,2022-12-19 14:33:20.538008
149_KOK,KOK,2000,69488c8c21f4af5972cc12c21295a79d2f5c230ebc31f6cc60ada03a363d0a16,2022-12-19 14:33:20.538759
2_PKB,PKB,2000,8369eaac1d021a648fd5371952967e61405dd930716b20efe055aab3f00c4ff5,2022-12-19 15:28:20.598805
5_XLL,XLL,2000,67198afd06c43954c9ea6e2324e8aff4f3715c7268c710c2ac86624a273ee6d8,2022-12-19 15:28:20.600107
8_UDB,UDB,2000,0531c6f7c4f023cc213af105c85b60f4bde62894bec4179518ed4281d8fe9e16,2022-12-19 15:28:20.601177
11_YKJ,YKJ,2000,02ee2cee9d62b1f6bb2ea1b4513377bb5a3d6b2e344c97e2453184551099a9e0,2022-12-19 15:28:20.602204
14_CTA,CTA,2000,1632887ba89d4914d09b4373a2af086437a6bb3d83e1e2d1c83ee06d84d34304,2022-12-19 15:28:20.603144
17_RTD,RTD,2000,788c0d55518306c73b8e085a819001058ae1be05391dd18e5230be6ab4ba7187,2022-12-19 15:28:20.604213
20_XBN,XBN,2000,6c2f7ad7e469bdc4e9902ddb1d835129b68a3fa9231eac1fb92d9eeef0721123,2022-12-19 15:28:20.605391
23_VRH,VRH,2000,726a4ae60821c3b712a7330d1c40c1d5fe0f6f5e2f73103d71506a309375dc43,2022-12-19 15:28:20.606376
26_ZXK,ZXK,2000,7a64714edb5845a250647d3224c26c671d091d53497a18ceae8c004c9883a1e9,2022-12-19 15:28:20.607885
29_KZN,KZN,2000,da3b0fbedec997fe1e377ab1e4e1861557368f93578ba16740efc02feccb1496,2022-12-19 15:28:20.608801
32_PNE,PNE,2000,5e46cf4c826dcb866b3d9107b2fdf8e30f6d3d507e3b1560af756a7324d83299,2022-12-19 15:28:20.609804
35_XFP,XFP,2000,d7f13891e18f9cc56da6c73440ab593d91b8e050c24230df6c8ca5175ebd0a15,2022-12-19 15:28:20.610909
38_IIQ,IIQ,2000,f12e6ccee074ab4c3a6844782ccb336756d19e4c886b8da9b44247fbc2d3a9b0,2022-12-19 15:28:20.612423
41_UFM,UFM,2000,0505f27dc79001c92b1def88e54ddfb31451714f2f741304ff9faa419ec66b55,2022-12-19 15:28:20.613496
44_HJC,HJC,2000,f421c4b72542da5c0e31d9b641daacacc3512f202f001c4b8df87c335bd09c4d,2022-12-19 15:28:20.614464
47_ILN,ILN,2000,7006d4f3a76f2baa942f4279444fda6f7ed558e8f900e49872d27f83f25ae4a8,2022-12-19 15:28:20.615565
50_QCJ,QCJ,2000,2a7f3ca73a135981c0956756583ab31098595f3567221046430e3a41bba3a0f7,2022-12-19 15:28:20.616449
53_EDC,EDC,2000,69117673556be487ef33619bb07adab6c135f6b1031a974c74d5b2bbe328a736,2022-12-19 15:28:20.617433
56_CRD,CRD,2000,e28bfc0c22731084f8a1531ad8d7a87bc0bfae814d1b3ae962d8570bc26c5b42,2022-12-19 15:28:20.618611
59_QHF,QHF,2000,c865282a12b48880e6b4e6974ed5a6c7067141739a1adcfb5130e19caa0bc0b2,2022-12-19 15:28:20.619616
62_YJG,YJG,2000,518fafce0d9b7d9f3f753a01d5fe5dc3ae75b0e256db10418224ccef2bf243bb,2022-12-19 15:28:20.620920
65_MHC,MHC,2000,a8d71afe7ca9dd5425258e953bff6dcfcdf9eb7801bb3046c237466217bad2cb,2022-12-19 15:28:20.622164
68_RDZ,RDZ,2000,b242f9b0a0d4825efae94054ee302436121a6be4f3359051d3aa09b8fcc7c142,2022-12-19 15:28:20.623492
71_BMR,BMR,2000,357a38fe8087e29e72b2fe07b41ce9794730341aedbae980910b934ed89d2551,2022-12-19 15:28:20.624569
74_BFT,BFT,2000,7b46d8aa78b0b20453b075cfe574738c87c523a13293fa3666c20abc266b2a89,2022-12-19 15:28:20.626014
77_HCV,HCV,2000,f7e6b417e00a295ce9153c0dc3b6f90dfea292c7f3247f7ba9afe826601f6675,2022-12-19 15:28:20.627292
80_SSL,SSL,2000,c5e2b5e0e5f835230647b93bfa10529000142bd85adb75936fc067f99c9fba2f,2022-12-19 15:28:20.628336
83_HIH,HIH,2000,1f5eb9436965b270009cb2e33216c92c39cc92b1ca3bf9a44bd82fff01acd617,2022-12-19 15:28:20.629750
86_WCJ,WCJ,2000,b22357c99c0aeb2d580bdf5ef75c7cf6d2eb21c1a392e298c1b9bd7f1d865d0c,2022-12-19 15:28:20.630898
89_IJU,IJU,2000,ad4704665c413ee78f7884cf8bf86dd6aca2cce50f0e7a472a9359076c200fe6,2022-12-19 15:28:20.632090
92_GOM,GOM,2000,42fe0495362afdcc7339cf70610d7437cb45cbec3e97d32251777a4555aff349,2022-12-19 15:28:20.632979
95_TBS,TBS,2000,970ec1c73a2ff68124528df3013588e7750086be71f48caa4e91643087357e78,2022-12-19 15:28:20.633798
98_BIW,BIW,2000,db5b82c36989d36d9b46b99ce79b8f260ba03a1f7bd13151c5573c1b2c549ede,2022-12-19 15:28:20.634723
101_FVD,FVD,2000,6976b1693202fdbad6251f4f6de170b05b9b4c1d4c9f0e4e7d0a99b35e200816,2022-12-19 15:28:20.635755
104_ZQX,ZQX,2000,1aee1a61c88112d33d12cd545821600256c67cb6768efd45025ba10350f2e12c,2022-12-19 15:28:20.636686
107_MAN,MAN,2000,f363b7449665cedf6c9a921b85df147390b724e53c558ec3e5d5f694d9827c62,2022-12-19 15:28:20.637964
110_DTM,DTM,2000,fb4ace5642ba0b2437f2cc71eab5b5237effa13ea297152338e33635de5099d1,2022-12-19 15:28:20.639014
113_TYC,TYC,2000,a051fa86c0887b3df085121b07cc15d25ca72596a50fb1c7fc6566f1073a22b1,2022-12-19 15:28:20.640612
116_FOS,FOS,2000,c7fa04944f867c30c46477a595975a678bf0349ee70669c9334a164425cfe25c,2022-12-19 15:28:20.641799
119_SKX,SKX,2000,f8ec70e389ddce31d52aff3b3757be25146d856c798ffaf0a45ddeaa7bb0ad08,2022-12-19 15:28:20.643138
122_NMP,NMP,2000,1c1c755773ff0713ef6b11c7e07e79596a8d5513f395ccd4d859fc9388275b6a,2022-12-19 15:28:20.644542
125_XOG,XOG,2000,a2c9ae7233315387e3d77a48c7a14169d4859d60dae8b271c8b1f2364c013e7f,2022-12-19 15:28:20.645726
128_VYE,VYE,2000,57d4e27bf300d4a3fbc2118c5fcb495877e0dc83f29708906921f40e59174493,2022-12-19 15:28:20.646631
131_GZX,GZX,2000,efee4fd43c9e8276fe62553e0594c7fd9d91cb32e2b7b60d2d84df2f1fb97633,2022-12-19 15:28:20.647538
134_TLA,TLA,2000,51aa759efb14dc19785986b7bc4f468725c319eb7e5874623aa79fe189b96354,2022-12-19 15:28:20.648402
137_ASB,ASB,2000,82998834390e2a8894ecae511a89dc7d8ec8826404fa388ceff928e9b362ecca,2022-12-19 15:28:20.649291
140_XYJ,XYJ,2000,f9135e9746df51729c9aaec3757bdef8081a49139111ac5a6362dc320de4754a,2022-12-19 15:28:20.650206
143_HRR,HRR,2000,b822ec07cf565956d6cf5afb0f04b9ffdcbf146faf2b7d430a9c77e0a12096d7,2022-12-19 15:28:20.651221
146_SCH,SCH,2000,9cab135b326345be2babb2d6cdd11c9dc2b4df5e6d0a46e1e2e190675cf23ad7,2022-12-19 15:28:20.652146
149_YDO,YDO,2000,d8986e8656a5e816c5c68717a2dd86628f912eefe72d3a6d173db04b7be5687a,2022-12-19 15:28:20.653049
2_COU,COU,2000,40e5123152a1745cb5469d9e5a55cc0585e1a4ed5f91a107b2ad656f8d8d9ad0,2022-12-19 15:28:53.751312
5_MZS,MZS,2000,8cc117c57e07906e0753a06edc5fbca6bf3abc4a302efcdf49b6a1e34a7e56bb,2022-12-19 15:28:53.752177
8_ESM,ESM,2000,08a4be543b8cab383b1c9a972bff1be19796f6943e2ca078059b787123144617,2022-12-19 15:28:53.753141
11_DJV,DJV,2000,79d06eb0c63d2bdf78a8a9609d3eed41827104e395b468ee6ca01c819c4f6e2b,2022-12-19 15:28:53.753951
14_EOZ,EOZ,2000,79b565aad9af01e6fd1228fcd708d383f40b0def732453a86697205cc26da355,2022-12-19 15:28:53.754929
17_ZOK,ZOK,2000,7fa441ffeeaf2f97296e24d9d601a254bb96f0bf36836adafa8e65344f763be1,2022-12-19 15:28:53.755790
20_BXY,BXY,2000,665af006f5fd314834af8d1a14020ccb7cb537a1a956320a71db498622d967de,2022-12-19 15:28:53.756715
23_RAN,RAN,2000,3608032b267f2f8fd93ee8e486fb8e7255c4937e33f9943cf86e16650a7fb02e,2022-12-19 15:28:53.757870
26_HPD,HPD,2000,3916b46db03b2e3cdb95c96e8027e327bc9cb6a29a917f43c5d62fe2fe37328c,2022-12-19 15:28:53.758815
29_KWF,KWF,2000,05ba2b6ea757789f96e5263c90c5c4ae1e35f1df1447ef645a9f254651350895,2022-12-19 15:28:53.759814
32_HGO,HGO,2000,6388b91acafe1e577f757cd73b28d65c53b7e4bcc8f298894c7e655c89dfa100,2022-12-19 15:28:53.760822
35_PRB,PRB,2000,92a34013cd072b0866bc39ed845996841077afc0cf9887f909a22c11790a4990,2022-12-19 15:28:53.761938
38_UCO,UCO,2000,8fee3e70783f729fb9c0094e252f63507764a380c2fabd875526295544f4f395,2022-12-19 15:28:53.763318
41_WHG,WHG,2000,e29a5b056ef71e21a16965e0f702659d95043085cc0cde36e12d03e2412669b6,2022-12-19 15:28:53.764594
44_IXX,IXX,2000,8f4032689941d0f5d5b0d1f8279c2060c9c016d84713ff435312249d5a3d50f2,2022-12-19 15:28:53.766024
47_TYS,TYS,2000,ad6223bcdf98b8521a42828eb04196b20c9da032e491c64897a26cea59b37d57,2022-12-19 15:28:53.767038
50_MQD,MQD,2000,1fdff647a10e9ebb90d3a03863fca7eb228ab32bd8398ed4ed807404635d9683,2022-12-19 15:28:53.767842
53_MRO,MRO,2000,7f76b6f878ea568a80c5de460ed11ebccb6c71a3465d36909823c12c8384d2dc,2022-12-19 15:28:53.768729
56_QLX,QLX,2000,a029f7770758699d0463c4fa9602b3e6c2def25ca752e2a4a2abbf4f2faf3f8f,2022-12-19 15:28:53.769533
59_MVP,MVP,2000,062ba48c1a2fa40a88369a0f56508f8b077e49243aa3e1b8e54b52703a90dd06,2022-12-19 15:28:53.770352
62_UWA,UWA,2000,15316a3f2f3ecaa2aeb2d34e0b192382fa3aa47173706c64a3ecf2fdf1c2ec78,2022-12-19 15:28:53.771188
65_KFS,KFS,2000,2021d16b2c4b1c5249fed9e73b1b3a07c84cefb4608ddf03fddb5a1541abd029,2022-12-19 15:28:53.771934
68_NHT,NHT,2000,66c5d84e0ddefb99df22424eb3e6345abacbef5bcf3b38b262bf3cc74bf28406,2022-12-19 15:28:53.772734
71_RTZ,RTZ,2000,2748855d5181791ede3549c213d048f1730598b413b34b91a4d44ba1d65890ca,2022-12-19 15:28:53.773482
74_XRQ,XRQ,2000,95dddbf0a5c9cea1d1cf8dead67990d257f904f855b1c66a932fe98e5240d4e2,2022-12-19 15:28:53.774490
77_RPT,RPT,2000,81b97736a300a0c0d10421a51c2da945a1549d760d3ab35d7dd2fd39ae34dfa6,2022-12-19 15:28:53.775536
80_INN,INN,2000,54902c00fd23ba6eeb49b828212e4cb23cb7e75259bc7a54a3b8df8be4c1e7ad,2022-12-19 15:28:53.776788
83_ZRT,ZRT,2000,a2e5fd7624cda65f88327463ca93c667a76124a80946a051742b7c87a41112b6,2022-12-19 15:28:53.777553
86_YCH,YCH,2000,27d1480e8f8e43f44b22288d67daff0cbb40e7e3c301b0f7eb653f5113e34341,2022-12-19 15:28:53.778576
89_IQL,IQL,2000,b257e2eeab17b31a4f90e0b8e49e9c43c2db1fbba7d613778f4f6b8de83ecda7,2022-12-19 15:28:53.779541
92_KVE,KVE,2000,7fe2535c4bc78ada750576ed07e7d00f34c1100e8f600338b61f6fb1a7032383,2022-12-19 15:28:53.780619
95_PEV,PEV,2000,4db4033b65cf9833560621daf32efd8b25e652e548dfb1742033249c0d5ddc65,2022-12-19 15:28:53.781858
98_NPD,NPD,2000,d4c61edeaa0f690e7dbe6e2e75ce0431992a396cb7fbff5981a4d709671b7d88,2022-12-19 15:28:53.782739
101_ZTB,ZTB,2000,9cb8933c1261555a2264afd65708531145c0a2aba456bb9263be30f6d32f10e9,2022-12-19 15:28:53.783772
104_NPG,NPG,2000,77e6b417e8ace6f379f07914d8526e784faf902a5837c199f4973582b05c17f6,2022-12-19 15:28:53.784557
107_UUF,UUF,2000,861a3fff826b6530c1d54c2ab4720120efd9f88106eacbba24297f368e1c0c1b,2022-12-19 15:28:53.785329
110_BFF,BFF,2000,69ebdec831056ce611a404ca993e3d8fa086aa5a860d4e6e67358aa41fea4f77,2022-12-19 15:28:53.786135
113_AGF,AGF,2000,51fbad97ffae38a45675a64f98f4378603b86b4035e817a58198e1397d1a91bd,2022-12-19 15:28:53.787168
116_BLI,BLI,2000,fee2b9d629678524962b8ebe74dabe863c2d12976e3b45128a23fbc596d29ced,2022-12-19 15:28:53.787997
119_CFS,CFS,2000,616bb9f93576fa39a5f9229dab7f11495b0202b9836c07f5a2ef44339992861f,2022-12-19 15:28:53.788826
122_VNC,VNC,2000,73717a40711ba9064daf462c64a47f30e7cbd16eff6fe0cad7e1b7dafd465f31,2022-12-19 15:28:53.789638
125_XHB,XHB,2000,5954a62334cdad25c558cad82c8189d6333de01f52dad4962bf8b7bed89e101b,2022-12-19 15:28:53.790477
128_HHZ,HHZ,2000,b590f54c4f5e215afa5eee891698c1af9db286b891f4bda7242345baf6bc6336,2022-12-19 15:28:53.791322
131_MGT,MGT,2000,87c4d979d3e08c3e6b42aeffb1fdc9deead064325358c56290432fe9b01f98af,2022-12-19 15:28:53.792161
134_TIX,TIX,2000,4fa0931039b8566bca0709098709b6a3b8a1541b74f39ef9f9fb97da2fc6ec1e,2022-12-19 15:28:53.792994
137_TUN,TUN,2000,149ac831bfc81813d36c992f36480263b30c118cb812092b9d660787964e26d2,2022-12-19 15:28:53.793819
140_KNX,KNX,2000,140e9aa6cb382af244899ce2221a7ee24226dc9a1ee9e07215f970d5df27c4a2,2022-12-19 15:28:53.794639
143_IVP,IVP,2000,244230236d887211e8d4c6cef2069c3ee66451978aba34e9add524bfdceda319,2022-12-19 15:28:53.795491
146_KOW,KOW,2000,660b60540a752c75238007eab9636ffd8544df73efe45f01357c90d049a5fb9d,2022-12-19 15:28:53.796561
149_XZR,XZR,2000,918caa4d3304eebf350bf2af597acbd4db0a613bf0187119f987e4608c6239ba,2022-12-19 15:28:53.797502
2_UGS,UGS,2000,de92c7e44cb1b73d231af9e5b38d37c59fbc932c8495c9c325edb786e3df1434,2022-12-19 18:16:23.444310
