TXN_ID,SENDER_ACCOUNT_NUMBER,RECEIVER_ACCOUNT_NUMBER,AMOUNT,CONDITIONS
TXN_75,22_GBR,123_RZZ,2000,71_DWN__HAS__2000____AND____27_KOQ__HAS__2000____AND____47_DZQ__HAS__2000____AND____48_PCV__HAS__2000
TXN_76,130_JES,127_CEY,2000,6_IDJ__HAS__2000____AND____136_SXH__HAS__2000____AND____105_XTN__HAS__2000____AND____64_UMG__HAS__2000
TXN_77,33_RKA,114_JZZ,2000,84_JJD__HAS__2000____AND____44_JSK__HAS__2000____AND____93_URG__HAS__2000____AND____82_NPH__HAS__2000
TXN_78,52_MUA,63_HHC,2000,70_JHD__HAS__2000____AND____18_APP__HAS__2000____AND____51_WDF__HAS__2000____AND____70_JHD__HAS__2000
TXN_79,85_JYO,8_IJM,2000,77_SZO__HAS__2000____AND____74_SFA__HAS__2000____AND____94_HYD__HAS__2000____AND____40_YOY__HAS__2000
TXN_80,3_DXT,87_KLP,2000,52_MUA__HAS__2000____AND____58_LQE__HAS__2000____AND____24_VNG__HAS__2000____AND____16_CUR__HAS__2000
TXN_81,69_IUW,20_PRU,2000,57_DGT__HAS__2000____AND____58_LQE__HAS__2000____AND____102_GOB__HAS__2000____AND____49_DAQ__HAS__2000
TXN_82,70_JHD,55_JJZ,2000,9_BRP__HAS__2000____AND____20_PRU__HAS__2000____AND____138_ENW__HAS__2000____AND____97_KVE__HAS__2000
TXN_83,79_PUM,17_YRS,2000,14_ZVJ__HAS__2000____AND____43_UGF__HAS__2000____AND____83_DTZ__HAS__2000____AND____123_RZZ__HAS__2000
TXN_84,16_CUR,98_UIQ,2000,24_VNG__HAS__2000____AND____57_DGT__HAS__2000____AND____143_NQT__HAS__2000____AND____90_AKW__HAS__2000
TXN_85,108_PXF,5_VNK,2000,48_PCV__HAS__2000____AND____58_LQE__HAS__2000____AND____37_QSW__HAS__2000____AND____13_AJH__HAS__2000
TXN_86,37_QSW,34_PMY,2000,130_JES__HAS__2000____AND____82_NPH__HAS__2000____AND____31_YVC__HAS__2000____AND____89_RXH__HAS__2000
TXN_87,0_WFS,23_QBP,2000,57_DGT__HAS__2000____AND____127_CEY__HAS__2000____AND____67_XPC__HAS__2000____AND____82_NPH__HAS__2000
TXN_88,92_YFI,13_AJH,2000,33_RKA__HAS__2000____AND____28_XCJ__HAS__2000____AND____54_PAV__HAS__2000____AND____2_ZOL__HAS__2000
TXN_89,120_STF,127_CEY,2000,86_ZRP__HAS__2000____AND____102_GOB__HAS__2000____AND____137_OLZ__HAS__2000____AND____146_GSO__HAS__2000
TXN_90,26_LGB,44_JSK,2000,72_YMS__HAS__2000____AND____99_YYQ__HAS__2000____AND____38_RDO__HAS__2000____AND____11_TXW__HAS__2000
TXN_91,67_XPC,39_DTF,2000,80_CDB__HAS__2000____AND____127_CEY__HAS__2000____AND____129_SEQ__HAS__2000____AND____113_VPM__HAS__2000
TXN_92,12_TKT,7_QKF,2000,128_ELX__HAS__2000____AND____134_WZM__HAS__2000____AND____131_ZLS__HAS__2000____AND____44_JSK__HAS__2000
TXN_93,78_YTI,132_NZQ,2000,76_MPT__HAS__2000____AND____33_RKA__HAS__2000____AND____6_IDJ__HAS__2000____AND____114_JZZ__HAS__2000
TXN_94,69_IUW,118_HKM,2000,128_ELX__HAS__2000____AND____132_NZQ__HAS__2000____AND____7_QKF__HAS__2000____AND____60_EKX__HAS__2000
TXN_95,4_TWD,45_DMY,2000,78_YTI__HAS__2000____AND____101_YGQ__HAS__2000____AND____54_PAV__HAS__2000____AND____110_UPO__HAS__2000
TXN_96,16_CUR,145_FAI,2000,98_UIQ__HAS__2000____AND____13_AJH__HAS__2000____AND____137_OLZ__HAS__2000____AND____87_KLP__HAS__2000
TXN_97,46_KAN,93_URG,2000,55_JJZ__HAS__2000____AND____71_DWN__HAS__2000____AND____78_YTI__HAS__2000____AND____132_NZQ__HAS__2000
TXN_98,43_UGF,41_FND,2000,64_UMG__HAS__2000____AND____80_CDB__HAS__2000____AND____90_AKW__HAS__2000____AND____131_ZLS__HAS__2000
TXN_99,8_IJM,29_BYD,2000,69_IUW__HAS__2000____AND____36_DHI__HAS__2000____AND____43_UGF__HAS__2000____AND____96_BJF__HAS__2000
TXN_100,17_YRS,46_KAN,2000,21_YTC__HAS__2000____AND____25_CTA__HAS__2000____AND____3_DXT__HAS__2000____AND____71_DWN__HAS__2000
TXN_101,80_CDB,19_NLT,2000,109_POA__HAS__2000____AND____132_NZQ__HAS__2000____AND____88_TBS__HAS__2000____AND____3_DXT__HAS__2000
TXN_102,137_OLZ,8_IJM,2000,16_CUR__HAS__2000____AND____48_PCV__HAS__2000____AND____133_TJI__HAS__2000____AND____56_PUN__HAS__2000
TXN_103,33_RKA,62_PRC,2000,132_NZQ__HAS__2000____AND____112_VRU__HAS__2000____AND____20_PRU__HAS__2000____AND____86_ZRP__HAS__2000
TXN_104,60_EKX,17_YRS,2000,111_IST__HAS__2000____AND____31_YVC__HAS__2000____AND____116_KGQ__HAS__2000____AND____74_SFA__HAS__2000
TXN_105,26_LGB,15_SMM,2000,69_IUW__HAS__2000____AND____77_SZO__HAS__2000____AND____120_STF__HAS__2000____AND____81_QNE__HAS__2000
TXN_106,119_JBY,128_ELX,2000,68_NBW__HAS__2000____AND____125_MBT__HAS__2000____AND____97_KVE__HAS__2000____AND____45_DMY__HAS__2000
TXN_107,2_ZOL,126_ZIL,2000,80_CDB__HAS__2000____AND____145_FAI__HAS__2000____AND____12_TKT__HAS__2000____AND____49_DAQ__HAS__2000
TXN_108,138_ENW,57_DGT,2000,55_JJZ__HAS__2000____AND____146_GSO__HAS__2000____AND____69_IUW__HAS__2000____AND____132_NZQ__HAS__2000
TXN_109,64_UMG,90_AKW,2000,41_FND__HAS__2000____AND____8_IJM__HAS__2000____AND____18_APP__HAS__2000____AND____140_NES__HAS__2000
TXN_110,99_YYQ,103_RQK,2000,62_PRC__HAS__2000____AND____100_DKE__HAS__2000____AND____55_JJZ__HAS__2000____AND____124_LYI__HAS__2000
TXN_111,1_TQF,28_XCJ,2000,38_RDO__HAS__2000____AND____55_JJZ__HAS__2000____AND____8_IJM__HAS__2000____AND____73_TAK__HAS__2000
TXN_112,115_MTS,20_PRU,2000,80_CDB__HAS__2000____AND____138_ENW__HAS__2000____AND____50_GYE__HAS__2000____AND____42_ZSN__HAS__2000
TXN_113,19_NLT,87_KLP,2000,26_LGB__HAS__2000____AND____34_PMY__HAS__2000____AND____70_JHD__HAS__2000____AND____65_AXY__HAS__2000
TXN_114,39_DTF,132_NZQ,2000,95_BLX__HAS__2000____AND____85_JYO__HAS__2000____AND____1_TQF__HAS__2000____AND____21_YTC__HAS__2000
TXN_115,7_QKF,69_IUW,2000,49_DAQ__HAS__2000____AND____81_QNE__HAS__2000____AND____63_HHC__HAS__2000____AND____101_YGQ__HAS__2000
TXN_116,102_GOB,39_DTF,2000,12_TKT__HAS__2000____AND____93_URG__HAS__2000____AND____124_LYI__HAS__2000____AND____52_MUA__HAS__2000
TXN_117,76_MPT,106_WQR,2000,137_OLZ__HAS__2000____AND____73_TAK__HAS__2000____AND____142_OAN__HAS__2000____AND____25_CTA__HAS__2000
TXN_118,67_XPC,73_TAK,2000,25_CTA__HAS__2000____AND____40_YOY__HAS__2000____AND____120_STF__HAS__2000____AND____147_KLT__HAS__2000
TXN_119,4_TWD,67_XPC,2000,16_CUR__HAS__2000____AND____5_VNK__HAS__2000____AND____141_COE__HAS__2000____AND____8_IJM__HAS__2000
TXN_120,117_OCY,49_DAQ,2000,100_DKE__HAS__2000____AND____1_TQF__HAS__2000____AND____18_APP__HAS__2000____AND____62_PRC__HAS__2000
TXN_121,12_TKT,24_VNG,2000,73_TAK__HAS__2000____AND____106_WQR__HAS__2000____AND____62_PRC__HAS__2000____AND____25_CTA__HAS__2000
TXN_122,56_PUN,102_GOB,2000,101_YGQ__HAS__2000____AND____12_TKT__HAS__2000____AND____135_MXT__HAS__2000____AND____61_RWB__HAS__2000
TXN_123,10_EBC,120_STF,2000,105_XTN__HAS__2000____AND____92_YFI__HAS__2000____AND____33_RKA__HAS__2000____AND____128_ELX__HAS__2000
TXN_124,50_GYE,45_DMY,2000,142_OAN__HAS__2000____AND____132_NZQ__HAS__2000____AND____19_NLT__HAS__2000____AND____23_QBP__HAS__2000
TXN_125,16_CUR,38_RDO,2000,145_FAI__HAS__2000____AND____37_QSW__HAS__2000____AND____85_JYO__HAS__2000____AND____139_HDD__HAS__2000
TXN_126,105_XTN,136_SXH,2000,18_APP__HAS__2000____AND____74_SFA__HAS__2000____AND____132_NZQ__HAS__2000____AND____134_WZM__HAS__2000
TXN_127,46_KAN,89_RXH,2000,141_COE__HAS__2000____AND____80_CDB__HAS__2000____AND____46_KAN__HAS__2000____AND____140_NES__HAS__2000
TXN_128,9_BRP,80_CDB,2000,66_FWF__HAS__2000____AND____119_JBY__HAS__2000____AND____62_PRC__HAS__2000____AND____126_ZIL__HAS__2000
TXN_129,149_GGA,132_NZQ,2000,106_WQR__HAS__2000____AND____11_TXW__HAS__2000____AND____15_SMM__HAS__2000____AND____140_NES__HAS__2000
TXN_130,142_OAN,0_WFS,2000,38_RDO__HAS__2000____AND____48_PCV__HAS__2000____AND____60_EKX__HAS__2000____AND____38_RDO__HAS__2000
TXN_131,68_NBW,109_POA,2000,132_NZQ__HAS__2000____AND____147_KLT__HAS__2000____AND____0_WFS__HAS__2000____AND____127_CEY__HAS__2000
TXN_132,103_RQK,97_KVE,2000,94_HYD__HAS__2000____AND____129_SEQ__HAS__2000____AND____122_GPD__HAS__2000____AND____43_UGF__HAS__2000
TXN_133,25_CTA,4_TWD,2000,61_RWB__HAS__2000____AND____131_ZLS__HAS__2000____AND____60_EKX__HAS__2000____AND____48_PCV__HAS__2000
TXN_134,84_JJD,90_AKW,2000,2_ZOL__HAS__2000____AND____49_DAQ__HAS__2000____AND____104_CFN__HAS__2000____AND____95_BLX__HAS__2000
TXN_135,1_TQF,9_BRP,2000,67_XPC__HAS__2000____AND____90_AKW__HAS__2000____AND____75_OGV__HAS__2000____AND____133_TJI__HAS__2000
TXN_136,17_YRS,50_GYE,2000,59_YBF__HAS__2000____AND____146_GSO__HAS__2000____AND____27_KOQ__HAS__2000____AND____67_XPC__HAS__2000
TXN_137,18_APP,114_JZZ,2000,124_LYI__HAS__2000____AND____116_KGQ__HAS__2000____AND____90_AKW__HAS__2000____AND____25_CTA__HAS__2000
TXN_138,17_YRS,122_GPD,2000,30_PDB__HAS__2000____AND____51_WDF__HAS__2000____AND____8_IJM__HAS__2000____AND____76_MPT__HAS__2000
TXN_139,149_GGA,33_RKA,2000,41_FND__HAS__2000____AND____139_HDD__HAS__2000____AND____112_VRU__HAS__2000____AND____101_YGQ__HAS__2000
TXN_140,92_YFI,33_RKA,2000,39_DTF__HAS__2000____AND____0_WFS__HAS__2000____AND____96_BJF__HAS__2000____AND____75_OGV__HAS__2000
TXN_141,8_IJM,125_MBT,2000,109_POA__HAS__2000____AND____53_ZPS__HAS__2000____AND____89_RXH__HAS__2000____AND____101_YGQ__HAS__2000
TXN_142,114_JZZ,111_IST,2000,86_ZRP__HAS__2000____AND____25_CTA__HAS__2000____AND____80_CDB__HAS__2000____AND____50_GYE__HAS__2000
TXN_143,17_YRS,80_CDB,2000,73_TAK__HAS__2000____AND____25_CTA__HAS__2000____AND____121_IRW__HAS__2000____AND____100_DKE__HAS__2000
TXN_144,0_WFS,131_ZLS,2000,127_CEY__HAS__2000____AND____37_QSW__HAS__2000____AND____112_VRU__HAS__2000____AND____11_TXW__HAS__2000
TXN_145,94_HYD,109_POA,2000,23_QBP__HAS__2000____AND____123_RZZ__HAS__2000____AND____62_PRC__HAS__2000____AND____120_STF__HAS__2000
TXN_146,92_YFI,18_APP,2000,23_QBP__HAS__2000____AND____33_RKA__HAS__2000____AND____103_RQK__HAS__2000____AND____104_CFN__HAS__2000
TXN_147,73_TAK,81_QNE,2000,116_KGQ__HAS__2000____AND____120_STF__HAS__2000____AND____128_ELX__HAS__2000____AND____20_PRU__HAS__2000
TXN_148,119_JBY,111_IST,2000,31_YVC__HAS__2000____AND____79_PUM__HAS__2000____AND____70_JHD__HAS__2000____AND____27_KOQ__HAS__2000
TXN_149,21_YTC,78_YTI,2000,32_AXW__HAS__2000____AND____39_DTF__HAS__2000____AND____11_TXW__HAS__2000____AND____118_HKM__HAS__2000
TXN_150,98_UIQ,78_YTI,2000,63_HHC__HAS__2000____AND____2_ZOL__HAS__2000____AND____3_DXT__HAS__2000____AND____92_YFI__HAS__2000
TXN_151,75_OGV,39_DTF,2000,91_SNW__HAS__2000____AND____66_FWF__HAS__2000____AND____58_LQE__HAS__2000____AND____140_NES__HAS__2000
TXN_152,101_YGQ,10_EBC,2000,134_WZM__HAS__2000____AND____148_FMN__HAS__2000____AND____137_OLZ__HAS__2000____AND____145_FAI__HAS__2000
TXN_153,143_NQT,5_VNK,2000,116_KGQ__HAS__2000____AND____94_HYD__HAS__2000____AND____95_BLX__HAS__2000____AND____71_DWN__HAS__2000
TXN_154,142_OAN,28_XCJ,2000,97_KVE__HAS__2000____AND____62_PRC__HAS__2000____AND____73_TAK__HAS__2000____AND____74_SFA__HAS__2000
TXN_155,32_AXW,8_IJM,2000,54_PAV__HAS__2000____AND____105_XTN__HAS__2000____AND____48_PCV__HAS__2000____AND____41_FND__HAS__2000
TXN_156,138_ENW,60_EKX,2000,76_MPT__HAS__2000____AND____114_JZZ__HAS__2000____AND____146_GSO__HAS__2000____AND____90_AKW__HAS__2000
TXN_157,62_PRC,88_TBS,2000,86_ZRP__HAS__2000____AND____9_BRP__HAS__2000____AND____71_DWN__HAS__2000____AND____4_TWD__HAS__2000
TXN_158,83_DTZ,78_YTI,2000,65_AXY__HAS__2000____AND____94_HYD__HAS__2000____AND____58_LQE__HAS__2000____AND____124_LYI__HAS__2000
TXN_159,29_BYD,6_IDJ,2000,145_FAI__HAS__2000____AND____59_YBF__HAS__2000____AND____128_ELX__HAS__2000____AND____60_EKX__HAS__2000
TXN_160,55_JJZ,11_TXW,2000,9_BRP__HAS__2000____AND____103_RQK__HAS__2000____AND____117_OCY__HAS__2000____AND____134_WZM__HAS__2000
TXN_161,147_KLT,71_DWN,2000,94_HYD__HAS__2000____AND____48_PCV__HAS__2000____AND____85_JYO__HAS__2000____AND____22_GBR__HAS__2000
TXN_162,32_AXW,39_DTF,2000,134_WZM__HAS__2000____AND____106_WQR__HAS__2000____AND____28_XCJ__HAS__2000____AND____149_GGA__HAS__2000
TXN_163,43_UGF,97_KVE,2000,3_DXT__HAS__2000____AND____36_DHI__HAS__2000____AND____96_BJF__HAS__2000____AND____144_UDK__HAS__2000
TXN_164,13_AJH,116_KGQ,2000,104_CFN__HAS__2000____AND____66_FWF__HAS__2000____AND____16_CUR__HAS__2000____AND____107_IIN__HAS__2000
TXN_165,100_DKE,132_NZQ,2000,106_WQR__HAS__2000____AND____16_CUR__HAS__2000____AND____114_JZZ__HAS__2000____AND____99_YYQ__HAS__2000
TXN_166,38_RDO,69_IUW,2000,120_STF__HAS__2000____AND____137_OLZ__HAS__2000____AND____138_ENW__HAS__2000____AND____142_OAN__HAS__2000
TXN_167,137_OLZ,84_JJD,2000,41_FND__HAS__2000____AND____121_IRW__HAS__2000____AND____76_MPT__HAS__2000____AND____15_SMM__HAS__2000
